句子索引,行号,原始文本
1273,2584,"种知识几乎无所不包，各种文体几乎无所不有，学生可能从报刊上得
到的东西，并不比在学校里得到的少多少; 二是因为报刊虽也包含历
史知识，但主要是反映近时的情报信息，可以供给读者 “ 月月新”
“日日新” 的知识，它是时事教科书。"
1274,2584,"基于这两个理由，教师可以要
求学生经常阅读报刊，使之成为学生日常生活中的内容，以至养成阅
读报刊的习惯。"
1275,2592,"报刊的内容繁多，每人都可根据需要，有所侧重地阅读，也可各
有各的读法。"
1276,2592,"指导中学生阅读，则要重在丰富文化科学知识和提高读
写能力。"
1277,2592,"阅读的方法，或略读或精读，视文章内容而定，可以抄写，
可以记札记，也可以熟读乃至背诵。"
1278,2592,"方法可以多样，但求其经济有效
而已。"
1279,2598,第二步，要有针对性地指导学生阅读。
1280,2598,"可采取的方式有:
(1) 专设课外阅读指导课，进行专题指导。"
1281,2598,"指导的内容包括简介
读物内容、 阐明阅读目的，指点阅读方法，提出阅读要求等;
(2) 在学生阅读过程中，可以随时和学生交谈，了解阅读进展情
况，交换对读物的看法，解答学生的问题;"
1282,2603,(3) 指导学生记读书笔记。
1283,2603,"内容全面的读书笔记应记入书名、 作
者、 出版单位、 读书时间、 内容要览、 要点摘录、 对作品和作者的评
论和读后感等。"
1284,2608,第三步，要及时了解和研究课外阅读情况。
1285,2608,"了解的方式有
(1) 制订课外阅读登记表，对每个学生阅读的书刊名称、 阅读数
量、 阅读进和阅读方式 (精读或略读或是否记笔记等) 进行统计;
(2) 抽阅或展览学生的课外阅读笔记;"
1286,2612,(3) 向学生进行口头或书面的调查等。
1287,2614,"以上三步，是从教师的指导方面说的，而从学生自我阅读方面
看，如果接近精读，也同样可区分为若干步骤，正像课内阅读一向都
分成几个步骤一样。"
1288,2618,"据传，目前在欧、 美一些国家，比较普遍采用叫作 SQ3R 读书法，
即五步读书法。"
1289,2618,"第一步是浏览，即首先概览一下书籍的内容提要和篇
章目录，求得一个轮廓的了解; 第二步是提问，即就各章节的标题，
和具有承上启下作用的标题，提出问题，留待下一步思考; 第三步是
阅读，就是通读全文，做到边读边思考边笔记，达到理解; 第四步是
复述，即回忆书中内容，加深印象; 第五步是复习，得到新体会。"
1290,2618,"这
种读书法符合一般人读书的心理规律，为一般教育家、 心理学家和广
泛的社会实践所肯定，我国也已有人在试验。"
1291,2618,"假如学生采取略读的方
式，那就可以选择这五步读书法的部分步骤，加以灵活运用，这需要
发挥我们自己的创造性。"
1292,2630,"课外阅读活动的形式
课外阅读活动的基本形式是阅读本身，但是我们不应该总是一本
一本地让学生在那里一直读下去，使阅读活动单调化。"
1293,2630,"我们应采取多
种多样的积极办法，来增强阅读兴趣，训练阅读技巧，提高阅读效
果。"
1294,2630,"学生的阅读兴趣和效果，都从来既和阅读的内容相关联，也和阅
读活动的形式相关联。"
1295,2637,(一) 作品朗诵。
1296,2637,这是多数学生喜欢的活动，也便于组织。
1297,2637,"朗诵
的作用，可以是学过的课文，也可以是课外选取的。"
1298,2637,"如果主客观条件
具备，还可举办作品朗诵比赛会，并给以精神奖或物质奖。"
1299,2641,(二) 讲故事。
1300,2641,"这是学生普遍喜欢的活动，许多学生不仅喜欢听，
而且喜欢讲。"
1301,2641,"要讲故事，就要读故事，选故事，这首先就促进了阅
读，锻炼了鉴赏能力。"
1302,2641,"讲故事又可培养口头表达能力，对如何表情、
如何运用手势以辅助口头表达，也是个锻炼的好机会。"
1303,2646,(三) 作品欣赏。
1304,2646,"这种活动，可以采取座谈讨论的形式，也可采
取专题报告形式欣赏。"
1305,2646,欣赏的作品，应该不限于文学作品，电影、 戏
1306,2648,"剧、 音乐、 绘画、 摄影、 雕塑等，也可作为欣赏的对象，只是音乐、
绘画、 摄影和雕塑等比较专门化，需要特定的艺术欣赏水平，可能只
有很少数人参加。"
1307,2648,"但这种欣赏活动的价值本也不在人多少，而在于它
的教育意义，因此，也应该倡导。"
1308,2654,(四) 习作展览。
1309,2654,"选取学生读书笔记和读后感中的佳作在课外展
览，也是一种富有意义的活动。"
1310,2654,"可以展览经过教师修改后的读书笔记
和读后感，也可以展览有着教师的改笔和批语的原文。"
1311,2654,"这两种展览各
有各的价值，都可以采用。"
1312,2659,(五) 读书讨论。
1313,2659,"学生共同阅读某一书籍或文章而有不同认识的，
可以组织讨论; 社会上有争论的书籍或文章，也可以让学生阅读，然
后组织讨论。"
1314,2659,为此，要鼓励学生从阅读中提出问题。
1315,2659,"如果读后能提出
问题 (疑问、 感兴趣的问题、 评论意见等)，并能和同学及教师进行
讨论，沟通认识，就会进一步打开思路，活跃思想，丰富课外生活。"
1316,2664,"而且对于发扬各抒己见的风气和形成民主讨论的习惯，也有独特的教
育作用。"
1317,2667,(六) 演说。
1318,2667,"演说的好处很大，它能培养敏锐的观察能力，能训
练逻辑思考能力和口头表达能力。"
1319,2667,"国内国际时事、 社会现实生活、 学
生活动、 读书心得、 文艺评论、 思想评论等，无一不可作为讲演的题
目和内容。"
1320,2667,在做法上，可以先在小范围内练习，再在大范围内比赛。
1321,2671,对成绩优良者，可给予精神或物质鼓励。
1322,2673,(七) 辩论。
1323,2673,"辩论的好处，和演说的好处一样大，也应该在外积
极组织。"
1324,2676,(八) 编辑刊物。
1325,2676,"刊物可以是综合性的，也可以是单一性的，比
如某一学科的学习专刊、 书刊资料介绍专刊、 伟大人物和英雄人物事
迹专刊、 文艺作品欣赏或评论专刊、 学习成果展览专刊，以及思想评
论专刊等等。"
1326,2676,刊物可以使用墙报、 板报、 油印小报等各种形式。
1327,2676,"编辑
和出版刊物的作用大，费时费力也多。"
1328,2676,要办好刊物，除了物质条件之
1329,2681,"外，需要教师的热心指导和帮助，需要有若干学生专门负责，还需要
受到全体学生的欢迎和支持。"
1330,2685,"课外阅读指导需要注意的几个关系
指导课外阅读，总要牵涉到和其他方面的关系，注意到并处理好
种种关系，对于课外阅读的成败和得失作用不小，因此这里也有必要
一并提出来。"
1331,2685,"比较地说，指导课外阅读经常会遇到的种种关系中，值
得特别注意的主要是如下三种。"
1332,2691,"(一) 课外阅读和娱乐、 休息的关系
首先需要注意的是，课外阅读和娱乐、 休息的关系。"
1333,2691,"我们的指导
思想是兼顾这三个方面，使学生既获得知识，提高读写能力，又能锻
炼身体，娱乐精神。"
1334,2691,"健康的身体可以保证更好地学习; 安排得当的学
习，又可以促进身体发展的平衡。"
1335,2697,"当前，我们面对的现实状况是，一方面，学习负担过重，影响了
身心的健康发展; 一方面，学生还有着学习潜力，教学上发掘不足。"
1336,2699,这似乎是不能并存的两个方面，但却都是事实。
1337,2699,"其实，倒也不难理
解，只要追究一下原因，就会明白，这种矛盾现象的存在，乃是不正
确的教学观念导致的不当的教学措施造成的。"
1338,2699,"主要是由于教师把课内
的学习任务大量转移到课外，既侵占了学生的课外时间，又使学生的
智力得不到发展。"
1339,2699,"因为智力并不是知识堆积的结果，也不是过量作业
的结果，它是学习、 娱乐和休息三方面协调发展的结果; 只有某一方
面得到保证，其他方面才能得到保证。"
1340,2699,"克服注入式的知识传授法，减
少劳多效少的作业练习，改正频繁的考试做法，把学生的部分余力引
导到课外阅读和其他有益的活动上来，可说是当务之急。"
1341,2709,"(二) 学校和家庭、 社会的关系
指导课外阅读，还要注意学校和家庭、 社会的关系我们要求三方
面的紧密联结，通力合作，共同发挥课外阅读指导的作用。"
1342,2714,"所以要求加强三方面的联结，是因为学生知识的丰富和阅读能力
的获得，从来都不单纯是学校内教和学的结果，它还受着学校以外环
境的影响。"
1343,2714,语文教育从来都同家庭和社会息息相关。
1344,2714,"首先，学生学习
语文就并非自学校开始，出校也不是语文学习的结束。"
1345,2714,"其次，入学后
的语文学习，也远不限于校内，它还广泛地存在于家庭和社会之中。"
1346,2719,单是这一点，也足以表明家庭和社会影响的重要性。
1347,2719,"但是，只有家庭
和社会配合得好，才可能对学校的阅读教学起扩充和强化的作用，否
则，还将起削弱和破坏的作用。"
1348,2719,"这就进一步表明了给予课外阅读指导
的必要性。"
1349,2724,"基于以上这一事实，从学校方面来说，就要求教师，一方面大力
加强校内的阅读教学，包括建立学校范围内的良好的语言环境; 一方
面又需要和家庭、 社会结成统一战线，取得后者的积极配合。"
1350,2724,"从家庭
和社会方面来说，光是知道课外阅读重要还不够，它还应该帮助备置
读物，创造阅读环境，检查阅读效果等。"
